CD_MUNICIPIO,NM_MUNICIPIO,NR_ZONA,NR_SECAO,NR_LOCAL_VOTACAO,DIMENSAO,CATEGORIA,QT_ELEITORES,QT_ELEITORES_BIOMETRIA,QT_ELEITORES_DEFICIENCIA,QT_ELEITORES_NOME_SOCIAL
01023,PORTO ACRE,1,612,1031,GÊNERO,MASCULINO,122,122,4,0
01023,PORTO ACRE,1,613,1031,GÊNERO,FEMININO,114,113,3,0
01023,PORTO ACRE,1,613,1031,GÊNERO,MASCULINO,132,130,2,0
01023,PORTO ACRE,1,614,1112,GÊNERO,FEMININO,94,88,3,0
01023,PORTO ACRE,1,614,1112,GÊNERO,MASCULINO,142,138,2,0
01023,PORTO ACRE,1,615,1112,GÊNERO,FEMININO,107,100,1,0
01023,PORTO ACRE,1,615,1112,GÊNERO,MASCULINO,123,114,2,0
01023,PORTO ACRE,1,616,1139,GÊNERO,FEMININO,140,137,2,0
01023,PORTO ACRE,1,616,1139,GÊNERO,MASCULINO,133,129,1,0
01023,PORTO ACRE,1,617,1139,GÊNERO,FEMININO,130,121,0,0
01023,PORTO ACRE,1,617,1139,GÊNERO,MASCULINO,138,136,1,0
01023,PORTO ACRE,1,618,1139,GÊNERO,FEMININO,128,119,5,0
01023,PORTO ACRE,1,618,1139,GÊNERO,MASCULINO,143,140,1,0
01023,PORTO ACRE,1,619,1147,GÊNERO,FEMININO,109,104,4,0
01023,PORTO ACRE,1,619,1147,GÊNERO,MASCULINO,148,135,3,0
01023,PORTO ACRE,1,620,1163,GÊNERO,FEMININO,111,102,0,0
01023,PORTO ACRE,1,620,1163,GÊNERO,MASCULINO,118,102,2,0
01023,PORTO ACRE,1,621,1163,GÊNERO,FEMININO,103,76,0,0
01023,PORTO ACRE,1,621,1163,GÊNERO,MASCULINO,133,98,2,0
01023,PORTO ACRE,1,622,1171,GÊNERO,FEMININO,71,68,0,0
01023,PORTO ACRE,1,622,1171,GÊNERO,MASCULINO,90,81,1,0
01023,PORTO ACRE,1,623,1180,GÊNERO,FEMININO,124,124,4,0
01023,PORTO ACRE,1,623,1180,GÊNERO,MASCULINO,154,150,2,0
01023,PORTO ACRE,1,624,1198,GÊNERO,FEMININO,106,106,1,0
01023,PORTO ACRE,1,624,1198,GÊNERO,MASCULINO,110,110,2,0
01023,PORTO ACRE,1,625,1198,GÊNERO,FEMININO,97,96,1,0
01023,PORTO ACRE,1,625,1198,GÊNERO,MASCULINO,114,109,2,0
01023,PORTO ACRE,1,626,1198,GÊNERO,FEMININO,85,83,0,0
01023,PORTO ACRE,1,626,1198,GÊNERO,MASCULINO,112,110,1,0
